,Course,Education Level,Institutions,Year,GM (%)
7686,SARJANA MUDA SAINS (KEPUJIAN) BIOLOGI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.8
7687,SARJANA MUDA SAINS AGROTEKNOLOGI (KEPUJIAN) AGRONOMI,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2023,80.8
7688,SARJANA PENDIDIKAN (BIMBINGAN & KAUNSELING),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2023,80.8
7689,SARJANA PENDIDIKAN AWAL KANAK-KANAK,Sarjana,OPEN UNIVERSITY MALAYSIA,2023,80.8
7690,BACHELOR OF COMPUTER SCIENCE (HONS),Ijazah pertama,INTI INTERNATIONAL UNIVERSITY,2023,80.7
7691,BACHELOR OF SCIENCE (HONS) LOGISTICS AND INTERNATIONAL SHIPPING,Ijazah pertama,UNIVERSITI TUNKU ABDUL RAHMAN,2022,80.7
7692,ACCA QUALIFICATION,Ijazah pertama,KOLEJ SUNWAY JOHOR BAHRU,2023,80.6
7693,BACHELOR OF ARTS BUSINESS AND MANAGEMENT,Ijazah pertama,KOLEJ SEGi-PENANG,2022,80.6
7694,BACHELOR OF SCIENCE IN COMPUTING,Ijazah pertama,KOLEJ SEGi-PENANG,2022,80.6
7695,SARJANA MUDA BIOTEKNOLOGI (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,80.6
7696,SARJANA MUDA KESUSASTERAAN MELAYU,Ijazah pertama,UNIVERSITI MALAYA,2023,80.6
7697,SARJANA MUDA PENGAJIAN ASIA TIMUR,Ijazah pertama,UNIVERSITI MALAYA,2023,80.6
7698,SARJANA MUDA SAINS BIOPERUBATAN,Ijazah pertama,UNIVERSITI MALAYA,2022,80.6
7699,SARJANA MUDA SAINS MAKLUMAT (KEPUJIAN) PENGURUSAN REKOD,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.6
7700,B.SC (HONS) IN PHYSIOTHERAPY,Ijazah pertama,INTI INTERNATIONAL UNIVERSITY,2022,80.5
7701,BACHELOR OF ACCOUNTING AND FINANCE (HONS),Ijazah pertama,SEGi UNIVERSITY,2023,80.5
7702,IJAZAH SARJANA MUDA SAINS KEMANUSIAAN (BAHASA DAN KESUSASTERAAN INGGERIS) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,80.5
7703,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KAJIAN ANTARABANGSA),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,80.5
7704,SARJANA MUDA PENGAJIAN BAHASA GUNAAN (KEPUJIAN) BAHASA INGGERIS KOMUNIKASI PROFESIONAL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.5
7705,BACHELOR OF ENGINEERING (CHEMICAL ENGINEERING) (HONOURS),Ijazah pertama,"CURTIN UNIVERSITY, MALAYSIA",2023,80.4
7706,BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING) (HONOURS),Ijazah pertama,"CURTIN UNIVERSITY, MALAYSIA",2022,80.4
7707,BACHELOR OF PSYCHOLOGY (HONS),Ijazah pertama,HELP UNIVERSITY,2023,80.4
7708,BACHELOR OF SCIENCE (ARCHITECTURAL STUDIES),Ijazah pertama,INFRASTRUCTURE UNIVERSITY KUALA LUMPUR,2022,80.4
7709,SARJANA MUDA PENGAJIAN BUDAYA VISUAL (KEPUJIAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.4
7710,BACHELOR OF COMPUTER SCIENCE,Ijazah pertama,SWINBURNE UNIVERSITY OF TECHNOLOGY SARAWAK CAMPUS,2022,80.3
7711,IJAZAH SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM - BAHASA DAN KESUSASTERAAN ARAB (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,80.3
7712,IJAZAH SARJANA MUDA PENGURUSAN PERNIAGAAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SELANGOR,2023,80.3
7713,SARJANA MUDA KAUNSELING DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2022,80.3
7714,SARJANA MUDA KERJA SOSIAL (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2023,80.3
7715,SARJANA MUDA PENGURUSAN PELANCONGAN DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2023,80.3
7716,BACHELOR OF BUSINESS ADMINISTRATION (HONS),Ijazah pertama,CITY UNIVERSITY,2022,80.2
7717,BACHELOR OF CIVIL ENGINEERING (HONS.),Ijazah pertama,UNIVERSITI TENAGA NASIONAL,2022,80.2
7718,SARJANA MUDA PENGAJIAN BAHASA GUNAAN (KEPUJIAN) BAHASA MELAYU KOMUNIKASI PROFESIONAL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2022,80.2
7719,SARJANA MUDA SAINS (SAINS KIMIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI MALAYSIA TERENGGANU,2023,80.2
7720,B.ENG. (HONS) IN CIVIL ENGINEERING,Ijazah pertama,SEGi UNIVERSITY,2022,80
7721,BACHELOR IN SCIENCE (HONS) BIOTECHNOLOGY,Ijazah pertama,UNIVERSITI GEOMATIKA MALAYSIA,2023,80
7722,BACHELOR OF ACCOUNTANCY (HONS),Ijazah pertama,INTI INTERNATIONAL UNIVERSITY,2023,80
7723,BACHELOR OF ACCOUNTING (HONS),Ijazah pertama,CITY UNIVERSITY,2023,80
7724,BACHELOR OF AGRICULTURE SCIENCE (HONS),Ijazah pertama,UNIVERSITY COLLEGE OF AGROSCIENCE MALAYSIA,2022,80
7725,BACHELOR OF APPLIED SCIENCE (CONSTRUCTION MANAGEMENT) (HONOURS),Ijazah pertama,"CURTIN UNIVERSITY, MALAYSIA",2023,80
7726,"BACHELOR OF ARTS (HONOURS) BUSINESS ADMINISTRATION 3+0 IN COLLABORATION WITH UNIVERSITY OF HERTFORDSHIRE, UK",Ijazah pertama,KOLEJ ANTARABANGSA INTI SUBANG,2023,80
7727,BACHELOR OF ARTS (HONOURS) FURNITURE AND PRODUCT DESIGN,Ijazah pertama,FIRST CITY UNIVERSITY COLLEGE,2023,80
7728,BACHELOR OF ARTS (HONOURS) IN GRAPHIC DESIGN,Ijazah pertama,FIRST CITY UNIVERSITY COLLEGE,2022,80
7729,"BACHELOR OF ARTS (HONOURS) MARKETING 3+0 IN COLLABORATION WITH UNIVERSITY OF HERTFORDSHIRE, UK",Ijazah pertama,KOLEJ ANTARABANGSA INTI SUBANG,2023,80
7730,BACHELOR OF ARTS (HONS) IN ANIMATION,Ijazah pertama,LIMKOKWING UNIVERSITY OF CREATIVE TECHNOLOGY,2023,80
7731,BACHELOR OF ARTS (HONS) MULTIMEDIA DESIGN,Ijazah pertama,SEGi UNIVERSITY,2022,80
7732,"BACHELOR OF ARTS IN PSYCHOLOGY 4+0 IN COLLABORATION WITH SOUTHERN NEW HAMPSHIRE UNIVERSITY, USA",Ijazah pertama,KOLEJ ANTARABANGSA INTI SUBANG,2022,80
7733,"BACHELOR OF ARTS WITH HONOURS IN INTERIOR ARCHITECTURE AND DESIGN 3.5+0 IN COLLABORATION WITH COVENTRY UNIVERSITY, UNITED KINGDOM",Ijazah pertama,RAFFLES COLLEGE OF HIGHER EDUCATION,2022,80
7734,BACHELOR OF ARTS WITH HONOURS IN INTERNATIONAL COMMUNICATION STUDIES WITH ENGLISH LANGUAGE AND LITERATURE,Ijazah pertama,"UNIVERSITY OF NOTTINGHAM, MALAYSIA CAMPUS",2022,80
7735,BACHELOR OF BUSINESS (ACCOUNTING),Ijazah pertama,SWINBURNE UNIVERSITY OF TECHNOLOGY SARAWAK CAMPUS,2023,80
7736,BACHELOR OF BUSINESS ADMINISTRATION (HONOURS),Ijazah pertama,KOLEJ UNIVERSITI SELATAN,2022,80
7737,BACHELOR OF BUSINESS ADMINISTRATION (HONOURS) IN MARKETING,Ijazah pertama,INTERNATIONAL UNIVERSITY OF MALAYA-WALES,2023,80
7738,BACHELOR OF BUSINESS ADMINISTRATION (HONS),Ijazah pertama,KOLEJ UNIVERSITI YAYASAN SABAH,2022,80
7739,BACHELOR OF BUSINESS ADMINISTRATION (HONS) IN SUPPLY CHAIN MANAGEMENT,Ijazah pertama,DRB-HICOM UNIVERSITY OF AUTOMOTIVE MALAYSIA,2023,80
7740,BACHELOR OF BUSINESS ADMINISTRATION (HONS) IN TOURISM MANAGEMENT,Ijazah pertama,KOLEJ UNIVERSITI SELATAN,2022,80
7741,BACHELOR OF BUSINESS MANAGEMENT (HONOURS),Ijazah pertama,KOLEJ UNIVERSITI KOMUNIKASI HAN CHIANG,2023,80
7742,BACHELOR OF CHEMICAL ENGINEERING,Ijazah pertama,HERIOT-WATT UNIVERSITY MALAYSIA,2022,80
7743,"BACHELOR OF COMMERCE (ACCOUNTANCY) 3+0 COLLABORATION WITH UNIVERSITY OF WOLLONGONG, AUSTRALIA",Ijazah pertama,KOLEJ ANTARABANGSA INTI SUBANG,2022,80
7744,BACHELOR OF COMMERCE (ACCOUNTING),Ijazah pertama,"CURTIN UNIVERSITY, MALAYSIA",2023,80
7745,BACHELOR OF COMMERCE (FINANCE AND MARKETING),Ijazah pertama,"CURTIN UNIVERSITY, MALAYSIA",2022,80
7746,BACHELOR OF COMMUNICATION (HONS) IN INTEGRATED MARKETING COMMUNICATION,Ijazah pertama,INFRASTRUCTURE UNIVERSITY KUALA LUMPUR,2022,80
7747,BACHELOR OF COMPUTER SCIENCE IN DATA SCIENCE,Ijazah pertama,MONASH UNIVERSITY MALAYSIA,2022,80
7748,BACHELOR OF CORPORATE ADMINISTRATION (HONOURS),Ijazah pertama,UNIVERSITI POLY-TECH MALAYSIA,2023,80
7749,BACHELOR OF DESIGN,Ijazah pertama,SWINBURNE UNIVERSITY OF TECHNOLOGY SARAWAK CAMPUS,2023,80
7750,BACHELOR OF ECONOMICS (HONOURS),Ijazah pertama,UNIVERSITI TUN ABDUL RAZAK,2023,80
7751,BACHELOR OF ELECTRICAL AND COMPUTER SYSTEMS ENGINEERING (HONOURS),Ijazah pertama,MONASH UNIVERSITY MALAYSIA,2023,80
7752,BACHELOR OF ENVIRONMENTAL TECHNOLOGY (HONS),Ijazah pertama,QUEST INTERNATIONAL UNIVERSITY,2023,80
7753,BACHELOR OF INFORMATION TECHNOLOGY (HONOURS) IN COMPUTER APPLICATION DEVELOPMENT,Ijazah pertama,UNIVERSITI POLY-TECH MALAYSIA,2022,80
7754,BACHELOR OF INFORMATION TECHNOLOGY (VISUAL MEDIA) (HONS.),Ijazah pertama,UNIVERSITI TENAGA NASIONAL,2022,80
7755,BACHELOR OF LANGUAGE (HONS) IN ARABIC LANGUAGE AND LITERATURE,Ijazah pertama,AL-MADINAH INTERNATIONAL UNIVERSITY,2022,80
7756,BACHELOR OF LAWS,Ijazah pertama,"KEMAYAN ADVANCE TERTIARY COLLEGE, PENANG",2022,80
7757,BACHELOR OF LAWS (HONS),Ijazah pertama,HELP UNIVERSITY,2022,80
7758,BACHELOR OF PSYCHOLOGICAL SCIENCE,Ijazah pertama,HELP UNIVERSITY,2023,80
7759,BACHELOR OF QUANTITY SURVEYING (HONS),Ijazah pertama,UNIVERSITI TEKNOLOGI SARAWAK,2022,80
7760,BACHELOR OF SCIENCE (HONOURS) BIOTECHNOLOGY,Ijazah pertama,INTERNATIONAL UNIVERSITY OF MALAYA-WALES,2023,80
7761,BACHELOR OF SCIENCE (HONOURS) BIOTECHNOLOGY,Ijazah pertama,UNIVERSITI TUNKU ABDUL RAHMAN,2022,80
7762,BACHELOR OF SCIENCE (HONS) BIOCHEMISTRY,Ijazah pertama,UNIVERSITI TUNKU ABDUL RAHMAN,2022,80
7763,BACHELOR OF SCIENCE (HONS) IN ACTUARIAL SCIENCES,Ijazah pertama,QUEST INTERNATIONAL UNIVERSITY,2023,80
7764,"BACHELOR OF SCIENCE (HONS) IN BANKING AND FINANCE 3+0 IN COLLABORATION WITH BANGOR UNIVERSITY, UK",Ijazah pertama,KOLEJ MDIS MALAYSIA,2023,80
7765,BACHELOR OF SCIENCE (HONS) PHYSICS,Ijazah pertama,UNIVERSITI TUNKU ABDUL RAHMAN,2022,80
7766,"BACHELOR OF SCIENCE IN ACCOUNTING AND FINANCE (HONS) IN EXTERNAL PROGRAMME UNIVERSITY OF LONDON, UK",Ijazah pertama,HELP ACADEMY,2022,80
7767,BACHELOR OF SOCIAL SCIENCE (HONOURS) GUIDANCE AND COUNSELLING,Ijazah pertama,UNIVERSITI TUNKU ABDUL RAHMAN,2023,80
7768,BACHELOR OF SUPPLY CHAIN MANAGEMENT (HONOURS),Ijazah pertama,RAFFLES UNIVERSITY,2023,80
7769,BACHELOR OF TECHNOLOGY (COMPUTER SYSTEMS AND NETWORKING),Ijazah pertama,"CURTIN UNIVERSITY, MALAYSIA",2023,80
7770,BSC (HONS) BIOLOGY WITH PSYCHOLOGY,Ijazah pertama,SUNWAY UNIVERSITY,2022,80
7771,BSC (HONS) QUANTITY SURVEYING AND COST MANAGEMENT 3+0,Ijazah pertama,KOLEJ ANTARABANGSA IMPERIA,2022,80
7772,"BSC. (HONS) INTERNATIONAL TOURISM AND HOSPITALITY MANAGEMENT 3+0 IN COLLABORATION WITH UNIVERSITY OF SUNDERLAND, UK",Ijazah pertama,KOLEJ SEGi-SUBANG JAYA,2023,80
7773,DOCTOR OF DENTAL SURGERY,Ijazah pertama,UNIVERSITI MAHSA,2022,80
7774,DOCTOR OF PHILOSOPHY (BUILT ENVIRONMENT),PhD,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2022,80
7775,DOCTOR OF PHILOSOPHY (ENGINEERING),PhD,UNIVERSITI TENAGA NASIONAL,2022,80
7776,DOCTOR OF PHILOSOPHY IN CIVIL ENGINEERING,PhD,UNIVERSITI TEKNOLOGI PETRONAS,2022,80
7777,DOKTOR FALSAFAH (KEJURUTERAAN KOMPUTER),PhD,UNIVERSITI MALAYSIA PERLIS,2022,80
7778,DOKTOR FALSAFAH (PENGURUSAN HOTEL DAN PELANCONGAN),PhD,UNIVERSITI TEKNOLOGI MARA,2023,80
7779,DOKTOR FALSAFAH (PERAKAUNAN),PhD,UNIVERSITI KEBANGSAAN MALAYSIA,2022,80
7780,DOKTOR FALSAFAH (PERAKAUNAN),PhD,UNIVERSITI TEKNOLOGI MARA,2022,80
7781,DOKTOR FALSAFAH (SAINS LAUT),PhD,UNIVERSITI KEBANGSAAN MALAYSIA,2022,80
7782,DOKTOR FALSAFAH (SAINS PEMBANGUNAN),PhD,UNIVERSITI KEBANGSAAN MALAYSIA,2023,80
7783,IJAZAH DOKTOR FALSAFAH PENDIDIKAN TEKNIK DAN VOKASIONAL,PhD,UNIVERSITI TUN HUSSEIN ONN MALAYSIA,2022,80
7784,IJAZAH SARJANA MUDA EKONOMI DAN KEWANGAN (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM SELANGOR,2023,80
7785,IJAZAH SARJANA MUDA KAUNSELING DENGAN KEPUJIAN,Ijazah pertama,KOLEJ UNIVERSITI BESTARI,2023,80
7786,IJAZAH SARJANA MUDA KEJURUTERAAN (KEPUJIAN) (KEJURUTERAAN MIKROELEKTRONIK),Ijazah pertama,UNIVERSITI MALAYSIA PERLIS,2022,80
7787,IJAZAH SARJANA MUDA KEJURUTERAAN AWAM DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI SELANGOR,2023,80
7788,IJAZAH SARJANA MUDA KEUSAHAWANAN DAN INOVASI DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2023,80
7789,IJAZAH SARJANA MUDA KEUSAHAWANAN DENGAN KEPUJIAN - [BENT (HONS)],Ijazah pertama,UNIVERSITI UTARA MALAYSIA,2023,80
7790,IJAZAH SARJANA MUDA KEWANGAN (KEPUJIAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2023,80
7791,IJAZAH SARJANA MUDA PEMBEDAHAN DAN PERUBATAN,Ijazah pertama,WIDAD UNIVERSITY COLLEGE,2022,80
7792,IJAZAH SARJANA MUDA PENDIDIKAN (BIMBINGAN DAN KAUNSELING) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,80
7793,IJAZAH SARJANA MUDA PENGURUSAN PERNIAGAAN,Ijazah pertama,ASIA METROPOLITAN UNIVERSITY,2023,80
7794,IJAZAH SARJANA MUDA PENTADBIRAN PERNIAGAAN (KEPUJIAN) (KEUSAHAWANAN),Ijazah pertama,KOLEJ UNIVERSITI ISLAM PERLIS,2023,80
7795,IJAZAH SARJANA MUDA TEKNOLOGI MAKLUMAT (TEKNOLOGI MULTIMEDIA) DENGAN KEPUJIAN,Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA SULTAN ABDUL HALIM MU'ADZAM SHAH,2023,80
7796,MASTER OF ARCHITECTURE,Sarjana,INFRASTRUCTURE UNIVERSITY KUALA LUMPUR,2023,80
7797,MASTER OF BUSINESS ADMINISTRATION,Sarjana,KOLEJ SEGi-PENANG,2023,80
7798,MASTER OF BUSINESS ADMINISTRATION,Sarjana,UNIVERSITI SAINS DAN TEKNOLOGI MALAYSIA,2023,80
7799,MASTER OF BUSINESS ADMINISTRATION (GLOBAL BUSINESS),Sarjana,SEGi UNIVERSITY,2023,80
7800,MASTER OF EDUCATION (TEACHING ENGLISH AS A SECOND LANGUAGE),Sarjana,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,80
7801,MASTER OF ENGINEERING SCIENCE (RESEARCH),Sarjana,MONASH UNIVERSITY MALAYSIA,2022,80
7802,MASTER OF SCIENCE (ACCOUNTING),Sarjana,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,80
7803,MASTER OF SCIENCE (HALAL INDUSTRY SCIENCE),Sarjana,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,80
7804,MASTER OF SCIENCE IN FINANCE AND INVESTMENT,Sarjana,"UNIVERSITY OF NOTTINGHAM, MALAYSIA CAMPUS",2023,80
7805,MASTER OF SCIENCE IN MANAGEMENT,Sarjana,UNIVERSITI TENAGA NASIONAL,2022,80
7806,MASTER OF SCIENCE IN MECHANICAL ENGINEERING,Sarjana,UNIVERSITI TEKNOLOGI PETRONAS,2023,80
7807,MASTER OF SCIENCE IN PETROLEUM ENGINEERING,Sarjana,UNIVERSITI TEKNOLOGI PETRONAS,2022,80
7808,MASTER OF SCIENCE IN PUBLIC HEALTH ODL,Sarjana,INTERNATIONAL MEDICAL UNIVERSITY,2023,80
7809,PHD IN ISLAMIC FINANCE,PhD,INCEIF UNIVERSITY,2022,80
7810,SARJANA FIZIK,Sarjana,UNIVERSITI MALAYSIA TERENGGANU,2023,80
7811,SARJANA KEJURUTERAAN ELEKTRIK,Sarjana,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,80
7812,SARJANA KEJURUTERAAN PERISIAN (PEMBANGUNAN MUDAH ALIH),Sarjana,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,2022,80
7813,SARJANA MUDA BAHASA DAN LINGUISTIK ITALI,Ijazah pertama,UNIVERSITI MALAYA,2023,80
7814,SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM (PENGAJIAN QURAN DAN SUNNAH) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,80
7815,SARJANA MUDA KEWANGAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SELANGOR,2023,80
7816,SARJANA MUDA KOMUNIKASI (KEPUJIAN) KOMUNIKASI INSTRUKSIONAL DAN LATIHAN,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2023,80
7817,SARJANA MUDA PENGAJIAN INGGERIS DENGAN KEPUJIAN,Ijazah pertama,OPEN UNIVERSITY MALAYSIA,2022,80
7818,SARJANA MUDA PENGURUSAN PELANCONGAN DENGAN KEPUJIAN,Ijazah pertama,OPEN UNIVERSITY MALAYSIA,2022,80
7819,SARJANA MUDA REKABENTUK MEDIA DIGITAL DENGAN KEPUJIAN,Ijazah pertama,OPEN UNIVERSITY MALAYSIA,2022,80
7820,SARJANA MUDA USULUDDIN (DAKWAH DAN PEMBANGUNAN INSAN),Ijazah pertama,UNIVERSITI MALAYA,2023,80
7821,SARJANA PENDIDIKAN (PENDIDIKAN AWAL KANAK KANAK),Sarjana,UNIVERSITI MALAYA,2023,80
7822,SARJANA PENDIDIKAN (PENDIDIKAN MATEMATIK),Sarjana,UNIVERSITI MALAYA,2023,80
7823,SARJANA PENDIDIKAN PENGURUSAN DAN KEPIMPINAN PENDIDIKAN,Sarjana,UNIVERSITI TEKNOLOGI MARA,2023,80
7824,SARJANA PENDIDIKAN PERUBATAN,Sarjana,UNIVERSITI MALAYA,2022,80
7825,SARJANA PENGAJIAN INGGERIS,Sarjana,OPEN UNIVERSITY MALAYSIA,2022,80
7826,SARJANA PENGAJIAN ISLAM KONTEMPORARI,Sarjana,UNIVERSITI TEKNOLOGI MARA,2022,80
7827,SARJANA PENGAJIAN QURAN DAN SUNNAH,Sarjana,UNIVERSITI SAINS ISLAM MALAYSIA,2023,80
7828,SARJANA SAINS,Sarjana,UNIVERSITI SULTAN ZAINAL ABIDIN,2023,80
7829,SARJANA SAINS (BIOTEKNOLOGI TUMBUHAN),Sarjana,UNIVERSITI TEKNOLOGI MARA,2022,80
7830,SARJANA SAINS (KEJURUTERAAN ELEKTRIK DAN ELEKTRONIK),Sarjana,UNIVERSITI MALAYSIA PERLIS,2022,80
7831,SARJANA SAINS (KEJURUTERAAN ELEKTRIK DAN ELEKTRONIK),Sarjana,UNIVERSITI MALAYSIA PERLIS,2023,80
7832,SARJANA SAINS (KEJURUTERAAN PERHUBUNGAN),Sarjana,UNIVERSITI MALAYSIA PERLIS,2022,80
7833,SARJANA SAINS (SAINS KOMPUTER),Sarjana,UNIVERSITI TEKNOLOGI MARA,2023,80
7834,SARJANA SAINS (SAINS SUKAN),Sarjana,UNIVERSITI SAINS MALAYSIA,2023,80
7835,SARJANA SAINS BIOLOGI GUNAAN,Sarjana,UNIVERSITI TEKNOLOGI MARA,2023,80
7836,SARJANA SAINS KIMIA,Sarjana,UNIVERSITI MALAYSIA TERENGGANU,2022,80
7837,SARJANA SAINS REKABENTUK RUANG BANDAR,Sarjana,UNIVERSITI TEKNOLOGI MARA,2022,80
7838,SARJANA SAINS SISTEM MAKLUMAT STRATEGIK DENGAN PENGURUSAN PERNIAGAAN,Sarjana,UNIVERSITI TEKNOLOGI MARA,2022,80
7839,SARJANA SAINS SOSIAL (STRATEGI & DIPLOMASI),Sarjana,UNIVERSITI KEBANGSAAN MALAYSIA,2022,80
7840,SARJANA SASTERA (LINGUISTIK DAN PENGAJIAN BAHASA INGGERIS),Sarjana,UNIVERSITI SAINS MALAYSIA,2023,80
7841,SARJANA SYARIAH,Sarjana,UNIVERSITI MALAYA,2023,80
7842,SARJANA TENAGA BOLEH DIPERBAHARUI,Sarjana,UNIVERSITI MALAYA,2023,80
7843,DIPLOMA LEPASAN IJAZAH DALAM PENGAJARAN,Diploma pascasiswazah,OPEN UNIVERSITY MALAYSIA,2023,79.9
7844,BACHELOR OF BUSINESS (HONS),Ijazah pertama,UOW MALAYSIA KDU UNIVERSITY COLLEGE,2022,79.8
7845,BACHELOR OF EDUCATION (HONS),Ijazah pertama,SEGi UNIVERSITY,2023,79.8
7846,SARJANA MUDA SAINS (BIOLOGI) (KEPUJIAN),Ijazah pertama,UNIVERSITI SAINS MALAYSIA,2022,79.8
7847,SARJANA MUDA SAINS (KEPUJIAN) (TEKNOLOGI DAN PENGURUSAN PERLADANGAN),Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2023,79.8
7848,BACHELOR OF MASS COMMUNICATION (HONS),Ijazah pertama,INTI INTERNATIONAL UNIVERSITY,2023,79.6
7849,SARJANA MUDA GEOGRAFI,Ijazah pertama,UNIVERSITI MALAYA,2022,79.6
7850,IJAZAH SARJANA MUDA PENDIDIKAN DENGAN KEPUJIAN (PENDIDIKAN KHAS),Ijazah pertama,UNIVERSITI KEBANGSAAN MALAYSIA,2022,79.5
7851,SARJANA MUDA PENGAJIAN BAHASA GUNAAN (KEPUJIAN) BAHASA INGGERIS KOMUNIKASI PROFESIONAL,Ijazah pertama,UNIVERSITI TEKNOLOGI MARA,2023,79.5
7852,IJAZAH SARJANA MUDA MULTIMEDIA KREATIF (MEDIA INTERAKTIF) (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM SELANGOR,2022,79.4
7853,SARJANA MUDA ILMU WAHYU DAN WARISAN ISLAM DALAM BAHASA DAN KESUSASTERAAN ARAB (KEPUJIAN),Ijazah pertama,UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,2023,79.4
7854,BACHELOR OF BUSINESS ADMINISTRATION (HONOURS) IN INTERNATIONAL BUSINESS,Ijazah pertama,INTERNATIONAL UNIVERSITY OF MALAYA-WALES,2023,79.3
7855,BACHELOR OF MULTIMEDIA (HONOURS) (ANIMATION AND VISUAL EFFECTS),Ijazah pertama,UNIVERSITI MULTIMEDIA,2022,79.3
7856,IJAZAH SARJANA MUDA SENI GUNAAN DENGAN KEPUJIAN (SENI HALUS),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,79.3
7857,"BACHELOR OF ARTS (HONOURS) ADVERTISING AND DESIGN 3+0 IN COLLABORATION WITH UNIVERSITY OF SUNDERLAND, UK",Ijazah pertama,KOLEJ IACT,2023,79.2
7858,BACHELOR OF PHARMACY (HONS),Ijazah pertama,AIMST UNIVERSITY,2022,79.2
7859,BACHELOR OF SCIENCE (HONS) IN DIETETICS WITH NUTRITION,Ijazah pertama,INTERNATIONAL MEDICAL UNIVERSITY,2022,79.2
7860,BACHELOR OF SCIENCE REAL ESTATE,Ijazah pertama,UNIVERSITY OF READING MALAYSIA,2022,79.2
7861,IJAZAH SARJANA MUDA PERAKAUNAN (KEPUJIAN),Ijazah pertama,UNIVERSITI SULTAN AZLAN SHAH,2023,79.2
7862,IJAZAH SARJANA MUDA SAINS SOSIAL DENGAN KEPUJIAN (KAJIAN POLITIK DAN PEMERINTAHAN),Ijazah pertama,UNIVERSITI MALAYSIA SARAWAK,2022,79.2
7863,IJAZAH SARJANA MUDA TEKNOLOGI MAKLUMAT (KEPUJIAN),Ijazah pertama,UNIVERSITI SELANGOR,2023,79.2
7864,BACHELOR OF SCIENCE (HONS) (ACCOUNTING AND FINANCE),Ijazah pertama,CITY UNIVERSITY,2022,79.1
7865,"BACHELOR OF BUSINESS 3+0 IN COLLABORATION WITH SWINBURNE UNIVERSITY OF TECHNOLOGY, AUSTRALIA",Ijazah pertama,KOLEJ ANTARABANGSA INTI SUBANG,2023,79
7866,BACHELOR OF BUSINESS ADMINISTRATION (HONS),Ijazah pertama,UNITAR INTERNATIONAL UNIVERSITY,2023,79
7867,BACHELOR OF ARTS (HONS) IN INTERIOR ARCHITECTURE,Ijazah pertama,SEGi UNIVERSITY,2023,78.9
7868,BACHELOR OF EDUCATION (TEACHING CHINESE AS A SECOND LANGUAGE) (HONOURS),Ijazah pertama,KOLEJ UNIVERSITI NEW ERA,2022,78.9
7869,BACHELOR OF MASS COMMUNICATION (HONS),Ijazah pertama,SEGi UNIVERSITY,2023,78.9
7870,BACHELOR OF SCIENCE (HONS) BUSINESS AND MARKETING,Ijazah pertama,AIMST UNIVERSITY,2023,78.9
